1.1_靶点结构和结合位点预测	| Isomorphic Labs | 英国 | 小分子(结构) | 蛋白结构+复合物预测、结合位点 | AlphaFold 衍生结构模型驱动 SBDD | 序列/结构 | 结构、口袋、分子 | 合作为主 | 自研+合作 | 早期发现 | 平台+合作+自研 | Eli Lilly、Novartis（2024-01） | 公司公告(C)+Novartis年报(A) [link](https://www.isomorphiclabs.com/articles/isomorphic-labs-kicks-off-2024-with-two-pharmaceutical-collaborations) | 深挖 |
1.1_靶点结构和结合位点预测	| Relay Therapeutics (RLAY) | 美国 | 小分子(结构) | 蛋白运动/构象系综、变构&隐蔽口袋 | Dynamo 平台：分子动力学+实验闭环 | 结构/MD轨迹 | 变构抑制剂 | 自建+闭环 | 自研 | 临床/NDA | 平台+自研+授权 | RLY-4008 授权 Elevar；Genentech 退权(负面) | SEC(A)+专利WO2018057884A1(B) [SEC](https://www.sec.gov/Archives/edgar/data/1812364/000119312526187091/rlay-2025_ars-4.28.26.pdf) | 深挖 |
1.1_靶点结构和结合位点预测	| Schrödinger (SDGR) | 美国 | 小分子(结构) | 物理+ML SBDD、自由能微扰 | FEP+ML 大规模打分 | 结构/化合物 | 优化分子、PCC | 合作+自建 | 自研+合作 | 临床(SGR-1505) | 软件+合作+自研 | Novartis 多靶点合作(2024，首付$150M [待核]) | IR公告(A/C)+SEC(A) [IR](https://ir.schrodinger.com/press-releases/news-details/2024/Schrdinger-Announces-Multi-Target-Collaboration-and-Expanded-Software-Licensing-Agreement-with-Novartis/default.aspx) | 深挖 |
1.1_靶点结构和结合位点预测	| 深势科技 DP Technology | 中国 | 小分子(结构) | 隐蔽/变构口袋、动态对接 | Uni-Mol / Hermite·RiDYMO | 结构/组学 | 口袋、分子 | 合作+部分自建 | 合作为主 | Hit/Lead(GPX4) | 平台+合作 | GPX4 隐蔽/变构口袋 酶学+SPR+细胞验证 | 论文(B) | 深挖 |
1.1_靶点结构和结合位点预测	| 星药科技 Galixir | 中国 | 小分子(结构) | 动态蛋白-配体复合物预测 | DynamicBind、DrugCLIP | 结构/序列 | 复合物、Hit | 合作 | 合作为主 | Hit | 平台+合作 | 与 BioDuro 合作 AI 靶点识别 | 预印本(B)+合作新闻(D) [preprint](https://arxiv.org/pdf/2209.15171.pdf) | 跟踪 |
1.1_靶点结构和结合位点预测	| 晶泰科技 XtalPi | 中国 | 小分子(结构) | 晶体结构预测+SBDD | ID4/智能计算+自动化实验 | 结构/化合物 | 分子、固态形式 | 自动化闭环 | 合作+自研 | 多条合作管线 | 平台+合作+自研 | 多药企合作（另见 1.2/1.5） | 公司公告(C) | 跟踪(跨模块) |
1.2_虚拟筛选和Hit发现	| 薛定谔公司（Schrödinger, Inc.） | 美国（纽约） | AI/计算小分子药物 | 结构驱动虚拟筛选、Hit-to-Lead、自由能计算 | 物理建模与数据分析；Glide 对接、FEP+、分子动力学及协作式药化设计 | 靶点三维结构、化合物结构、实验活性/ADMET 数据 | 虚拟命中、先导物、开发候选物 | 自建药物发现团队并推进自研资产；具体实验环节同时可能使用外部机构 | 有 | 临床 I 期：SGR-1505、SGR-3515 均在招募；另有终止资产 | 软件订阅/服务 + 联合发现 + 里程碑 + 自研管线/权益 | 2022-09 与 Eli Lilly 就免疫靶点开展小分子发现；潜在里程碑最高 4.20 亿美元（首付款金额在所引 10-Q 段落未披露） | **A 财务/监管**：[2026Q1 10-Q](https://www.sec.gov/Archives/edgar/data/1490978/000149097826000037/sdgr-20260331.htm)、[NCT05544019](https://clinicaltrials.gov/study/NCT05544019)、[NCT06463340](https://clinicaltrials.gov/study/NCT06463340)；**C 官网**：[平台页](https://www.schrodinger.com/platform/) | **值得深挖**。商业、资产和负面证据均强；需拆分软件业务与药物资产价值，并核实“AI”相对物理计算的实际贡献。 |
1.2_虚拟筛选和Hit发现	| Aqemia | 法国（巴黎；英国伦敦设点） | AI/物理小分子药物 | 超大化学空间、自由能/结合预测、生成式设计 | QEMI 将可扩展物理计算与生成式 AI 结合，按靶点探索化学空间 | 靶点结构、原子级相互作用、化学空间 | 新分子、优化系列、体内验证项目 | **无自建湿实验室**；官网称与 CRO 合作执行实验 | 有（自有及合作项目） | 临床前/体内验证；未检出公开项目编号或 IND/临床注册 | 联合发现/里程碑 + 自有项目/潜在 spin-off | 2023-12-04 与 Sanofi 多年合作，公告标题口径最高 1.40 亿美元 | **C 官网**：[科学页](https://aqemia.com/science)、[管线页](https://aqemia.com/pipeline)；**C/D 新闻稿分发/媒体**：[Business Wire](https://www.businesswire.com/news/home/20231204641803/en/AQEMIA-Announces-a-Major-Multi-year-Collaboration-of-%24140-Million-With-Sanofi)、[Fierce Biotech](https://www.fiercebiotech.com/biotech/sanofi-spins-ai-pact-inking-140m-deal-apply-aqemias-physics-algorithms-drug-discovery) | **值得继续跟踪**。技术差异化与 BD 信号较强；自建实验闭环不足、项目和体内数据披露颗粒度低。 |
1.2_虚拟筛选和Hit发现	| 晶泰科技（XtalPi；QuantumPharm Inc.） | 中国（深圳；港交所上市） | AI+机器人小分子药物 | 超大库筛选、分子对接/自由能、主动学习、DEL、自动化合成 | XFEP/ID4Inno 计算筛选 + 主动学习 + 自动化机器人“干湿闭环” | 靶点结构、超大化合物库、DEL/实验数据 | Hit、先导物、候选化合物 | 自建自动化机器人实验平台；官网案例显示自动化合成与生化测试 | 有平台合作项目；公开自研小分子管线信息不足 | Hit（公开 GPX4 案例）；合作项目目标为候选化合物，是否已交付未检出一手更新 | 平台服务/联合发现 + 预付款及里程碑 + 机器人实验服务 | 2023-05-31 与 Eli Lilly 就未披露靶点合作；预付款及里程碑合计最高 2.50 亿美元，具体预付款未披露 | **C 官网**：[Lilly 合作](https://www.xtalpi.com/news-107/)、[GPX4 中文案例](https://www.xtalpi.com/discovery-of-novel-non-covalent-gpx4-potent-hits-with-xfep/)、[GPX4 英文案例](https://www.xtalpi.com/hit-identification-novel-hits-for-gpx4/)、[DEL 案例页](https://www.xtalpi.com/application-note-del-screening/) | **值得深挖**。湿实验/自动化闭环和 BD 明确；当前公开资产验证主要是公司案例，合作交付和权益留存仍需第二步核实。 |
1.2_虚拟筛选和Hit发现	| 迈特望/MindRank AI（MindRank Ltd.） | 中国（杭州/上海；伦敦设点） | AI小分子药物 | 靶点特异性筛选、分子生成/优化、分子动力学 | Molecule Pro（设计、筛选、优化）+ Molecule Dance（构象/口袋）+ 少样本学习/图网络 | 靶点结构、已知活性、化学与生物医学数据 | 虚拟命中、优化分子、PCC/临床候选物 | 官网未披露自建湿实验设施的清晰证据；临床开发与实验执行能力存在，但自建/外包比例未披露 | 有 | **III 期已登记但尚未招募**；I/IIa（NCT06778850）招募中。故运营性最高验证为 I/IIa，注册性最高为 III 期 | 自研管线 + 联合开发 + Design-as-a-Service | 官网称已向一家未具名上市生物科技公司交付变构抑制剂 PCC；合作方及经济条款未披露 | **A 临床注册**：[NCT06778850](https://clinicaltrials.gov/study/NCT06778850)、[NCT07274137](https://clinicaltrials.gov/study/NCT07274137)、[NCT06606483](https://clinicaltrials.gov/study/NCT06606483)；**C 官网**：[平台](https://www.mindrank.ai/en/solutions)、[管线](https://www.mindrank.ai/en/pipeline) | **值得深挖但需校正宣传口径**。MDR-001 是强资产信号；官网称“进入 III 期”，而注册状态截至 2026-06-22 为 Not yet recruiting，不能等同 III 期已启动/入组。 |
1.3_ADMET_DMPK_毒性_可开发性预测	| Quris Technologies / Quris-AI | 以色列/美国 | AI 毒性与临床安全预测 | 肝毒性、患者芯片、临床转化 | iPSC 衍生多器官 Patients-on-a-Chip 产生带标签实验数据 → 分类模型训练 → 人体安全/有效性风险预测 | 已知药物及其人体安全标签、患者来源 iPSC、基因组差异、多器官芯片读数 | 候选药人体安全性、肝毒性风险及优先级 | **有**；公司自述为自动化、微型化患者芯片实验，且 2022 年合作设计为与传统体外/体内方法比较；尚缺公开同行评议的前瞻性盲测结果 | 未检出自研治疗管线；以平台为主 | 平台验证/药企评估阶段；无自研临床资产披露 | 平台评估、疾病领域期权/许可、药企合作 | 2022-02-10 与 Merck KGaA 签署平台评估及期权协议，初始聚焦传统临床前实验未识别的肝毒性；Merck 可选择最长 5 年特定疾病领域独家许可，金额未披露 | C 公司官网：[技术页](https://www.quris.ai/technology)、[Merck 期权合作公告，2022-02-10](https://www.quris.ai/merck-kgaa-inks-option)；专利为公司自述“18 项已授权及申请中”，本轮未定位清单 | **核心匹配但验证仍早。** 毒性/安全预测是核心命题，湿实验数据闭环清楚；药企付费/续约、盲测准确率及真实项目决策影响尚待核验 |
1.3_ADMET_DMPK_毒性_可开发性预测	| VeriSIM Life | 美国 | AI DMPK/临床前转化 | 多物种 PK、PBPK/机制模型、毒性、DDI、FIH 剂量 | AI/ML + 机制模型混合；跨 7 物种转化；Translational Index 对候选进行安全/有效性排序 | 数千化合物、多物种暴露、理化/体外/体内数据、临床资料 | 生物利用度、肝肾清除、临床毒性、DDI、首人体剂量、临床转化概率 | **未充分披露自建湿实验**；公开材料重点是计算平台与外部数据/合作，不能据此认定有完整内部 DMPK 实验室 | 公司称布局肺动脉高压、物质使用障碍及肿瘤资产，但靶点/候选编号和阶段多未披露 | 发现/临床前（公司自述；未检出 IND/临床注册） | 软件/数据产品、咨询服务、共同开发、平台嵌入 | 2022-06-28 与 Mayo Clinic 合作推进药物发现；2023-12-05 Clarivate 将 Translational Index 集成进 Cortellis/OFF-X 工作流；2022-04-19 获 NIDA/NIH 31.231 万美元 SBIR 项目（1R43DA056084-01） | C 公司官网：[BIOiSIM 平台](https://www.verisimlife.com/our-platform)、[Mayo 合作](https://www.verisimlife.com/press-events/collaboration-agreement-with-mayo-clinic)、[NIH 项目公告](https://www.verisimlife.com/press-events/nih-grant-for-substance-use-disorder-drug-discovery-and-development)、[管线页](https://www.verisimlife.com/our-pipeline)；A/C 合作方发行稿：[Clarivate/PRNewswire，2023-12-05](https://www.prnewswire.com/news-releases/clarivate-expands-partnership-with-verisim-life-to-accelerate-and-de-risk-research-and-drug-development-302004701.html) | **DMPK 技术流匹配，资产证据偏弱。** 多物种 PK/毒性/清除/FIH 剂量覆盖好，商业嵌入有信号；缺独立 benchmark、公开候选及阶段 |
